internet,computer,wealth,mean_TestScore
no,no,-0.31039717,336.9593333
yes,yes,0.958790145,304.0846667
no,yes,0.23742712,375.486
no,no,0.130862127,414.2563333
no,no,-0.371876974,354.6206667
yes,no,0.249635875,331.1133333
yes,no,-0.374667546,318.1163333
no,no,-0.237057433,405.1773333
yes,yes,0.361607602,377.25
yes,no,-0.940020121,304.48
yes,yes,-0.097354391,441.8853333
no,no,-0.845663883,386.819
no,yes,0.130862127,396.2926667
yes,no,1.721575733,262.37
no,no,-0.784358491,380.8583333
no,no,-0.367952731,354.4256667
no,no,-0.024363476,369.9326667
no,no,0.547878325,334.7023333
yes,yes,0.279983352,494.4453333
no,no,-0.029421388,410.7736667
no,yes,0.284605238,368.056
yes,no,-0.210634199,284.2963333
no,no,-0.842262873,349.5046667
yes,no,0.382100869,411.6346667
no,no,-0.497103921,298.927
no,no,-0.282665855,303.3246667
yes,yes,2.083652532,231.4583333
no,yes,-0.063431492,399.5933333
no,yes,-0.264527133,306.9506667
no,no,-1.367849787,265.8576667
yes,yes,-0.004044619,395.6133333
no,yes,0.042610268,374.897
no,no,-0.242202552,275.597
no,no,-0.625644672,276.4876667
no,no,-0.625644672,335.7773333
no,no,-0.877145031,323.219
no,no,-0.540008975,358.1226667
no,no,-1.393662584,341.8163333
no,no,-1.014493528,377.6023333
yes,no,-0.29923488,320.7226667
yes,no,-0.458210314,291.9843333
yes,no,-0.940020121,425.9173333
yes,no,0.663425473,321.3883333
yes,yes,0.629502574,378.171
no,no,-0.605413021,358.9326667
yes,yes,0.022727438,432.8763333
yes,yes,-0.109475941,377.9716667
no,no,-0.107906244,375.3966667
yes,yes,1.436239681,410.786
no,yes,-0.035612971,309.8376667
yes,no,0.120048658,395.9806667
no,yes,1.382608364,358.8556667
yes,no,0.720632212,407.7616667
yes,no,0.061185017,336.1153333
no,no,-0.46265779,378.0496667
no,yes,-0.075117015,381.857
no,no,-0.491609981,335.3486667
no,no,-0.877145031,300.9193333
no,yes,0.650083048,422.2186667
no,no,-0.280136898,387.3513333
no,no,-0.98414605,320.3883333
no,no,-1.450084475,338.2366667
no,no,-0.34336081,349.1463333
yes,no,-0.541665877,483.8863333
no,yes,1.151601273,285.467
yes,yes,-0.581169921,332.7876667
no,no,-1.293550791,376.708
no,no,-0.734040978,349.5766667
no,yes,-1.191171657,451.1746667
yes,yes,0.24082813,323.93
yes,yes,-0.400829165,444.9303333
yes,no,-0.284235552,389.9513333
yes,no,-0.522044663,467.3903333
no,yes,-0.477657118,337.252
yes,yes,0.065370876,337.2276667
no,no,-0.655730534,401.6023333
no,no,-1.357908372,287.002
yes,yes,1.853866317,578.3926667
yes,yes,0.049412288,612.808
yes,yes,2.434305424,482.8386667
no,yes,0.748450733,537.0023333
yes,no,-0.070059102,513.2873333
yes,yes,1.675705695,490.3443333
no,yes,0.737724469,513.1933333
no,no,0.448900202,510.5403333
yes,yes,1.472604331,497.7226667
yes,yes,0.595143649,561.7863333
no,yes,0.055778282,497.3036667
no,yes,-0.490999543,492.3373333
yes,yes,1.449407696,530.286
yes,yes,1.773201327,509.296
no,no,-0.221098846,522.0776667
yes,yes,0.434511312,497.1603333
no,no,0.904635595,483.458
no,yes,-0.362109969,518.6736667
yes,yes,1.434408368,529.6863333
yes,yes,1.449407696,562.5793333
yes,yes,1.334558191,515.5993333
yes,yes,1.921101676,484.3543333
yes,yes,1.042158502,464.3133333
yes,no,0.97195816,535.1036667
yes,no,-0.219965176,531.9506667
yes,yes,0.995242,471.8433333
yes,yes,1.472604331,544.282
yes,no,0.644589108,536.147
yes,yes,1.370050787,559.1843333
yes,yes,1.865377429,588.342
yes,no,1.130933594,479.6403333
yes,yes,1.404584123,543.1973333
no,yes,0.704063187,549.2063333
yes,no,0.530873273,513.51
yes,yes,2.177834358,551.9763333
yes,yes,0.249635875,527.466
yes,yes,0.505147681,444.093
yes,yes,1.965663633,491.96
yes,yes,1.947612116,509.3696667
no,yes,0.552064184,466.494
yes,yes,1.219011043,382.06
yes,yes,1.370050787,439.575
yes,yes,0.384281004,350.3703333
yes,yes,0.589649709,483.9596667
yes,yes,0.765804606,457.6683333
no,no,0.198359103,403.1156667
yes,no,1.09238881,408.905
yes,no,0.193650011,475.3286667
no,yes,-1.035248412,486.2486667
yes,yes,-0.311966867,448.0986667
yes,yes,1.568617471,560.01
yes,yes,0.159814318,425.0293333
yes,yes,0.798070602,494.563
yes,yes,0.494072596,387.6553333
yes,yes,0.448376969,367.1073333
no,no,-0.140695472,388.242
yes,yes,1.125788476,421.0016667
yes,no,0.645025135,424.0453333
no,no,-1.014493528,346.2506667
yes,yes,0.628368904,486.75
no,yes,0.697871604,324.756
no,no,-1.220123849,501.9313333
yes,yes,1.308047751,446.618
no,no,-0.707704949,404.3873333
no,yes,-0.45393725,464.3473333
yes,no,0.055778282,417.356
no,no,-0.707704949,475.77
no,yes,-0.024363476,398.5256667
yes,yes,0.683569919,495.9623333
yes,yes,-0.346238588,518.0103333
yes,yes,0.508984719,432.1683333
no,no,-1.357908372,394.9013333
yes,yes,0.876468252,383.3303333
yes,yes,1.120556152,530.284
no,no,-0.066222065,445.1013333
yes,no,-0.522044663,397.915
yes,yes,1.626085826,449.2653333
yes,no,0.040168517,457.2496667
no,no,-0.998098913,415.8296667
yes,no,-1.21384506,419.2696667
no,no,-0.639074303,342.1506667
no,no,-1.177044384,391.6843333
yes,no,-0.541665877,346.9156667
no,yes,-0.019392768,413.491
yes,no,-1.269394897,436.08
yes,no,-0.41303792,383.6303333
yes,no,-0.070582335,284.069
no,no,-0.546026147,304.7406667
yes,no,0.696301907,310.5396667
no,no,0.31373184,283.1383333
no,no,-0.013201185,351.622
yes,no,-0.643783395,339.656
no,no,-1.393662584,411.3073333
no,no,-0.734040978,337.8333333
no,no,-0.069797486,306.3443333
no,no,-1.177044384,384.936
no,no,-1.698009412,502.8433333
no,no,-0.35679044,431.136
yes,no,-0.41303792,364.0813333
yes,no,0.062057071,421.085
yes,no,-0.764475661,352.923
yes,no,-0.767179028,409.0786667
yes,no,-0.916474664,319.8046667
yes,no,-0.286938919,473.1143333
no,no,-0.728023806,363.6286667
yes,yes,0.458667206,409.7536667
no,no,-1.698009412,374.965
yes,no,-0.41303792,478.759
no,no,-1.177044384,317.15
no,no,-1.642721192,450.28
yes,no,-0.643783395,409.4823333
no,yes,0.470265524,359.756
yes,no,-0.940020121,330.0693333
yes,no,-0.818891827,394.7096667
yes,no,0.251205572,264.0016667
yes,no,-0.630092148,431.2303333
no,no,-0.877145031,390.7646667
no,no,-1.607228596,429.8856667
no,no,-0.35679044,390.0516667
no,no,-0.527625809,275.2993333
no,no,-1.014493528,379.8876667
no,no,-1.698009412,353.069
no,no,-0.139300186,277.5006667
yes,yes,-0.940020121,410.091
yes,no,0.573255095,451.5713333
no,no,-1.698009412,309.7993333
no,no,-1.393662584,337.0843333
no,no,-1.357908372,411.2676667
yes,yes,0.244316346,340.991
yes,yes,0.000751678,342.5283333
yes,no,-0.946734936,402.4963333
no,no,-1.541301317,338.749
no,no,-0.934613386,375.6493333
yes,no,-0.940020121,383.2983333
yes,yes,-0.06500119,342.9096667
yes,no,-0.541665877,291.312
no,no,-1.698009412,401.3556667
no,no,-1.191171657,312.3856667
no,no,-0.877145031,351.87
yes,no,-0.541665877,416.058
no,no,-2.203800701,355.906
no,yes,0.006681645,305.491
no,no,-0.282665855,522.5096667
no,no,-1.698009412,356.1813333
no,no,-1.393662584,337.333
no,no,-1.393662584,390.009
no,no,-1.261546411,471.9876667
yes,no,0.229229812,417.2806667
no,no,-1.642721192,407.6706667
yes,yes,0.018803195,296.7526667
no,no,-1.698009412,364.173
no,yes,0.791966225,348.3363333
no,no,0.283384363,419.333
no,no,-2.317952563,377.6226667
no,no,-0.589541639,383.3576667
no,no,-1.393662584,492.5723333
no,no,-0.333593805,468.9093333
no,no,-0.491609981,373.381
no,no,-1.698009412,405.233
no,yes,0.523024787,340.5626667
no,no,-1.490024545,291.676
no,no,-2.317952563,354.8356667
no,no,-0.242202552,476.9786667
no,no,-0.540008975,333.4106667
no,no,-2.203800701,437.8756667
no,no,-0.791596539,438.01
no,no,-0.854122807,355.7796667
no,no,-0.760987445,335.1796667
no,no,-0.242202552,346.806
no,no,-0.877145031,404.2386667
no,no,-0.690002254,434.014
no,no,-1.039783092,477.0816667
no,no,-0.68799653,363.24
no,no,-1.393662584,428.3973333
no,no,-1.393662584,336.8413333
no,no,0.035633836,355.6226667
yes,yes,-0.081395804,352.7916667
no,no,-0.728023806,386.8613333
no,no,-0.118894123,354.7946667
no,no,-0.071367183,390.0503333
no,no,-0.174967192,419.9563333
no,no,-0.557014027,367.4773333
no,no,-0.601139957,384.2716667
yes,no,-0.075640248,476.0406667
yes,yes,-0.478441966,365.5113333
yes,no,-0.420973611,314.58
no,no,-1.220123849,416.2116667
yes,no,-0.66035242,352.6363333
no,no,-0.247434875,435.8783333
no,no,-1.156725527,313.153
no,no,-0.625644672,495.2586667
yes,yes,0.024122724,211.98
yes,yes,-0.952316081,284.207
no,no,-4.190252389,253.6226667
no,no,-2.317952563,368.8563333
no,no,-4.190252389,309.1606667
no,no,-0.854122807,299.4996667
yes,yes,-1.515575726,350.966
no,no,-1.393662584,331.011
no,no,-0.68154333,304.5846667
no,no,-1.490024545,289.9286667
no,no,-1.250471326,384.9606667
no,no,-2.203800701,396.815
yes,no,-1.110419462,284.8056667
no,no,-1.953434013,289.2606667
yes,no,-0.37667327,237.871
no,no,-2.317952563,299.331
no,no,-1.698009412,247.5086667
no,no,-2.203800701,336.4286667
no,no,-2.317952563,358.7506667
no,no,-1.250471326,360.6936667
yes,yes,-1.000191843,364.8226667
no,no,-1.393662584,301.118
no,no,-1.450084475,308.1
no,no,-2.203800701,312.2853333
no,no,-1.490024545,359.6496667
no,no,-1.393662584,324.1743333
yes,no,-0.37667327,382.2626667
no,no,-1.393662584,346.05
yes,no,-0.643783395,398.258
no,no,-1.681876414,341.352
no,no,-0.308042625,429.4666667
no,no,-1.250471326,384.8676667
no,no,-0.934613386,309.7723333
no,no,-1.393662584,390.6706667
yes,no,-0.390364517,428.3836667
yes,no,-0.764475661,375.4
no,no,-0.723053098,366.7286667
no,no,-1.393662584,353.268
yes,no,0.002931813,374.2773333
no,no,-1.393662584,321.286
yes,no,-0.585094164,391.3296667
no,no,-0.237057433,332.8803333
no,no,-0.934613386,329.3536667
yes,yes,-0.07939008,401.874
yes,no,0.298994128,342.6816667
no,no,-1.698009412,292.224
no,no,-0.625644672,324.1613333
no,no,-0.282665855,300.4086667
no,no,-0.902260185,321.5073333
yes,no,-0.311966867,282.7766667
no,no,-0.877145031,304.235
no,no,-0.237057433,365.281
no,no,0.0431335,307.2716667
no,no,-0.553264195,301.3916667
yes,no,-0.070582335,404.156
no,yes,0.039470873,330.981
no,no,0.334573929,364.938
no,yes,-0.197117363,278.5913333
no,no,-0.411468223,387.0533333
yes,no,-0.052618023,374.7336667
yes,no,-0.41303792,380.8236667
yes,no,-0.78627701,399.317
no,no,-1.067601613,342.1773333
yes,no,-0.643783395,377.7826667
no,no,-0.491609981,327.303
no,no,-1.65789493,246.2333333
no,no,-0.998098913,351.2733333
no,no,-1.039783092,407.6283333
no,no,-1.642721192,423.0743333
no,no,-1.698009412,351.6733333
yes,no,-0.841216408,415.7783333
yes,yes,-1.000191843,317.714
no,no,-1.698009412,364.2883333
yes,no,-0.747034582,250.261
yes,no,0.241700184,303.51
yes,no,0.961406307,369.0996667
no,no,-0.491609981,338.8986667
no,no,-0.877145031,326.8393333
no,no,-0.589541639,328.9363333
yes,no,0.398233867,404.6676667
yes,yes,0.249635875,509.852
no,no,-0.229208948,249.642
no,no,-1.666702675,380.401
yes,no,0.043831143,403.2813333
yes,no,-0.744680036,395.0546667
no,no,-1.393662584,373.4363333
no,no,-2.203800701,431.752
no,yes,0.23742712,353.1516667
no,yes,-0.763778018,347.8166667
no,no,-1.393662584,329.9073333
yes,no,0.043831143,390.5763333
yes,no,-0.29923488,386.624
no,no,-0.520300556,296.826
yes,no,-0.036223409,382.1523333
no,no,-1.220123849,357.8236667
yes,no,-0.125260117,398.654
no,no,-0.877145031,405.4513333
yes,yes,1.240550775,463.8276667
no,no,0.321667531,481.2526667
no,yes,0.334312313,340.0193333
yes,yes,0.696650728,449.811
no,no,-0.65939316,332.6336667
no,no,-0.625644672,427.7943333
no,no,-0.68799653,411.472
yes,no,-0.541665877,453.2733333
no,no,-1.393662584,412.635
yes,no,-0.940020121,456.161
no,no,-1.393662584,406.8223333
yes,no,-0.541665877,392.0596667
no,no,-1.250471326,365.6456667
yes,yes,0.138797818,484.9723333
yes,no,-0.075640248,346.844
yes,yes,0.65496655,519.3916667
no,yes,0.650083048,471.5053333
yes,no,-0.78627701,418.711
no,yes,-0.429345329,476.5756667
no,no,-1.490024545,383.518
no,no,-1.177044384,440.9686667
no,no,-1.250471326,347.1583333
yes,no,-0.78627701,428.2466667
yes,yes,0.059964141,411.8556667
no,no,-0.877145031,434.9983333
no,no,0.109496805,386
no,no,-1.698009412,312.348
no,yes,0.036157068,345.523
yes,yes,1.581175047,431.2686667
no,no,-0.854558834,380.628
no,yes,0.035633836,342.622
yes,yes,-0.232697164,383.7653333
yes,no,-0.20531467,331.142
yes,no,0.53793691,396.7753333
no,no,-2.203800701,351.696
no,yes,-0.880458836,315.4586667
no,yes,-0.236446996,398.9323333
yes,no,-0.940020121,287.396
no,no,-2.164383863,390.5113333
yes,yes,-0.939409683,378.373
yes,yes,1.424466953,373.8293333
yes,yes,2.318932687,372.297
no,yes,-0.41417159,275.5746667
no,no,0.712434905,364.3006667
yes,yes,0.375560465,418.0033333
yes,yes,0.16905809,369.2746667
no,no,-0.74555209,388.6313333
yes,yes,0.791094171,400.703
no,no,-0.084796814,345.4213333
no,no,-1.19605516,355.629
yes,no,-0.570792479,324.711
yes,no,-1.083734611,312.1033333
no,no,-0.477657118,345.4673333
yes,yes,0.660547695,366.105
no,no,-1.65789493,261.5283333
no,no,-0.680845687,291.6156667
yes,no,0.610579004,375.7086667
yes,no,0.054906228,435.8136667
yes,no,-0.1799379,310.3683333
yes,no,0.048801851,392.9673333
yes,no,-0.420275968,359.9636667
yes,yes,0.598893481,385.6906667
yes,yes,-0.293392118,425.4413333
no,no,-0.74555209,336.4246667
yes,no,-0.629132888,285.5223333
no,no,-0.877145031,287.328
yes,no,-0.1799379,404.2933333
yes,no,0.576656105,419.4866667
yes,no,0.27396618,350.33
yes,yes,1.168780736,320.3566667
no,no,-0.781219097,258.117
no,no,-1.039783092,338.1453333
no,no,-0.781219097,303.989
no,no,-0.781219097,295.0263333
no,no,-1.393662584,441.8
no,no,-0.12255675,466.5013333
yes,no,-0.125260117,439.61
no,no,-1.681876414,279.694
no,no,-1.789749487,294.3306667
yes,no,0.022727438,382.6506667
no,no,-1.698009412,387.3216667
no,no,0.109496805,362.5373333
yes,no,0.79754737,427.2983333
no,no,-0.491609981,298.72
yes,no,-0.54445645,379.047
yes,no,-0.207843626,389.4776667
no,no,-1.710130962,302.5293333
yes,no,0.44855138,274.5123333
yes,yes,-0.41303792,392.542
yes,yes,0.00563518,425.6716667
no,no,-0.998098913,314.7603333
no,no,-0.866593178,320.8176667
no,no,-0.731075995,358.8013333
no,no,0.029180637,344.8986667
no,no,-0.998098913,378.9666667
no,no,-1.021818781,380.7186667
yes,yes,-0.18996652,347.8916667
no,no,-0.491609981,368.8896667
yes,yes,0.835656128,375.4136667
yes,no,-0.18996652,384.297
yes,yes,1.801019848,506.6416667
yes,yes,0.530873273,535.781
yes,yes,1.773724559,546.0876667
yes,yes,0.350706927,547.4703333
yes,yes,2.349192959,564.584
yes,yes,0.687319751,557.3233333
yes,yes,1.296798255,525.9066667
yes,yes,0.249635875,587.558
yes,yes,0.532791792,564.6773333
no,yes,1.089423826,529.0826667
no,yes,-0.063431492,542.9346667
yes,yes,2.618308807,577.8256667
yes,yes,2.423927982,520.216
yes,yes,1.611696936,568.2166667
yes,yes,0.589649709,564.8306667
no,no,-0.608203593,548.1666667
yes,yes,1.168780736,535.601
yes,yes,1.603150807,467.303
yes,yes,1.449407696,606.1836667
yes,yes,1.603499628,500.514
yes,yes,-0.06500119,492.9673333
yes,yes,0.382624102,473.531
yes,no,-0.643783395,473.337
yes,yes,0.735544334,525.4383333
yes,yes,0.155541254,513.5103333
yes,yes,1.830233655,525.8346667
yes,no,0.747055446,540.9603333
yes,yes,0.350706927,527.9033333
yes,yes,0.336928475,486.1336667
yes,yes,1.572628919,546.1083333
yes,yes,1.134596221,551.7473333
yes,yes,2.125336711,556.4436667
yes,yes,0.350706927,553.3686667
yes,yes,0.91457701,587.1733333
yes,yes,1.810002003,574.183
yes,yes,2.359657606,532.155
yes,yes,1.168780736,461.5903333
yes,yes,0.998294189,550.164
yes,no,1.168780736,480.5676667
yes,no,0.048801851,414.545
yes,yes,0.096939229,471.314
yes,no,0.018977606,400.4636667
yes,yes,-0.07939008,496.28
no,no,0.465294816,389.0846667
no,yes,0.23742712,496.0013333
no,no,-0.380597513,421.92
no,no,-0.421845665,398.0866667
no,no,-0.237057433,459.1276667
yes,yes,0.049412288,420.8113333
no,no,-1.177044384,417.1476667
yes,no,0.264373586,372.6153333
yes,yes,0.049412288,567.1953333
yes,yes,0.384281004,399.4243333
yes,no,0.160773578,391.1646667
no,yes,0.149349671,385.0526667
yes,no,-0.458210314,415.8663333
yes,no,-0.009364148,455.0803333
yes,no,-0.165287393,457.1936667
no,yes,0.026128448,434.5793333
no,yes,1.13328814,334.38
yes,yes,-0.212203896,366.564
yes,no,1.664368994,406.8023333
no,no,-0.174705576,515.8926667
yes,no,0.15902947,403.4206667
yes,no,0.598893481,395.1993333
yes,no,0.758828175,443.8823333
no,no,-0.734040978,453.8176667
yes,no,0.628368904,331.2733333
yes,yes,1.691402666,492.3643333
yes,no,-0.25397528,346.058
no,yes,0.290448,456.1066667
yes,yes,0.877427512,537.8666667
yes,no,-0.521695842,331.5856667
yes,no,0.082027106,424.3863333
no,no,-0.491609981,427.317
no,no,0.641624124,387.113
no,yes,0.480032528,349.4423333
yes,yes,1.140438982,347.136
no,yes,0.801733229,374.5926667
no,yes,0.665256786,302.048
yes,yes,-1.00838915,322.829
yes,yes,0.861381719,323.2446667
no,no,0.25068234,337.223
yes,yes,1.212470638,344.4213333
yes,no,0.356375278,424.65
yes,no,0.741997534,406.5766667
yes,no,1.551176392,387.7306667
yes,no,0.398233867,461.661
yes,no,-0.633144336,374.397
no,no,-2.612968414,364.4926667
no,no,-0.223627803,348.3203333
no,no,-0.184646991,343.3163333
no,yes,0.136007245,270.6276667
yes,no,0.855190136,365.7106667
no,no,-0.430217383,352.7846667
yes,no,0.222340586,402.8603333
yes,no,0.360997164,372.5866667
yes,yes,0.595143649,401.4053333
no,no,0.773914708,328.0973333
no,yes,-0.105987725,375.583
yes,yes,1.167036628,368.4826667
yes,no,0.686098876,256.222
yes,yes,1.168780736,350.1673333
yes,no,0.74661942,352.8423333
no,no,-0.625644672,391.9146667
no,no,-0.166595474,282.2786667
yes,no,0.326376622,311.7553333
yes,yes,1.261218454,426.2513333
yes,yes,1.181861545,373.423
yes,yes,0.415674946,356.6403333
no,no,-0.497103921,335.585
yes,yes,2.221873083,343.277
yes,yes,1.094830561,355.9663333
no,no,-0.247434875,345.007
no,no,-0.728023806,411.836
yes,no,-0.940020121,348.0553333
yes,no,-0.075640248,411.5883333
no,no,-0.625644672,350.4053333
yes,no,-0.193018709,402.7906667
yes,no,0.36335171,386.616
yes,no,0.114816334,411.0363333
yes,yes,1.140787804,398.903
yes,yes,1.04599554,419.4076667
no,no,-0.282665855,430.0563333
no,no,0.054034174,438.733
yes,no,0.043831143,419.494
yes,no,0.638659141,341.8606667
no,yes,-0.690612692,302.48
yes,no,0.279983352,455.4206667
no,no,-0.934613386,453.199
no,no,-0.491609981,360.595
no,no,0.028482994,408.237
no,no,-0.237057433,306.5666667
yes,yes,-0.075640248,259.847
no,no,-0.625644672,343.6836667
yes,no,-0.541665877,382.907
no,no,-0.728023806,437.07
no,no,-0.504341968,370.4413333
yes,yes,1.122474671,374.756
no,no,-0.877145031,346.1743333
no,no,-1.015452787,383.5913333
yes,yes,-0.193018709,339.9266667
no,no,-0.739011686,307.247
no,yes,0.305185711,332.766
no,no,-0.478703582,261.0113333
no,no,-0.842262873,337.9766667
yes,no,0.934547045,412.4386667
no,no,-1.642721192,324.8776667
yes,no,-0.800753105,326.45
no,no,-0.853163547,336.729
yes,yes,0.859375995,324.9286667
no,no,-0.589541639,309.9193333
yes,no,-0.29600828,351.9766667
no,no,-1.659377422,317.7406667
yes,no,0.057435185,334.761
yes,no,-0.643783395,372.2816667
no,no,-1.698009412,308.1736667
